emp_no,last_name,first_name,gender,salary,to_date
491020,Chartres,Xianlong,F,40000,9999-01-01
491150,Erdmenger,Ranga,F,67453,9999-01-01
491024,Pietracaprina,Lubomir,F,58286,9999-01-01
491151,Mitina,Marco,F,40000,1998-03-05
491025,Kroon,Garnik,F,79835,9999-01-01
491028,Kaltofen,Deniz,M,90179,9999-01-01
491153,Emmerich,Zhigen,F,46260,9999-01-01
491160,Lorys,Eldridge,M,40000,1992-06-05
491165,Zizka,Subhrajyoti,M,40000,9999-01-01
491165,Zizka,Subhrajyoti,M,40000,2002-02-20
491321,Bhattacharjee,Petter,M,57378,1992-01-28
491172,Lindenbaum,Lansing,F,40000,9999-01-01
491325,Ruemmler,Herbert,F,40000,9999-01-01
491326,Welham,Munehiko,F,40000,9999-01-01
491329,Chepyzhov,Tianruo,F,54763,1989-09-10
491330,Bernardinello,Anneli,M,44013,9999-01-01
491207,Karnin,Kauko,M,47984,1990-12-18
491331,Takkinen,Lene,M,47868,1988-07-26
491211,Milicic,Lansing,M,40000,9999-01-01
491212,Kleiser,Irene,M,57048,9999-01-01
491339,Lanzelotte,Jeong,M,49408,9999-01-01
491213,Angot,Shaowei,M,67675,9999-01-01
491213,Angot,Shaowei,M,67675,1998-06-04
491217,Makinen,Ottavia,F,54833,9999-01-01
491340,Mitina,Patricia,M,40000,1993-03-07
491219,Gide,Henk,F,48068,9999-01-01
491362,Falco,Padma,F,40000,9999-01-01
491222,Kemmerer,Narain,F,40000,9999-01-01
491222,Kemmerer,Narain,F,40000,2001-08-05
491237,Bednarek,Avishai,M,40000,9999-01-01
491379,Ferretti,Adas,M,40000,1995-10-24
491238,Soicher,Luise,M,40000,1990-01-29
491380,Linares,Phillip,F,79287,9999-01-01
491251,Nishimukai,Maria,F,55897,9999-01-01
491382,Heping,Taegyun,F,49865,1999-01-31
491253,Pfau,Duro,M,40000,9999-01-01
491382,Heping,Taegyun,F,49865,1995-12-17
491391,Zolotykh,Yakichi,F,45473,9999-01-01
491269,Egerstedt,Jixiang,M,60049,9999-01-01
491399,Brender,Candido,M,61713,9999-01-01
491276,Uhrik,Kerryn,M,40000,9999-01-01
491278,Vesna,Chanjung,M,44310,9999-01-01
491410,Percebois,Satyanarayana,M,65095,9999-01-01
491279,Kranzdorf,Leandro,M,40100,1990-12-07
491279,Kranzdorf,Leandro,M,40100,9999-01-01
491282,Thorensen,Khun,M,61929,9999-01-01
491412,Pettit,Chuanyi,F,58725,2001-09-18
491287,Bodoff,Marin,F,48523,9999-01-01
491289,Bahr,Hidekazu,F,40000,9999-01-01
491412,Pettit,Chuanyi,F,58725,9999-01-01
491414,Ratnaker,Kazuhiro,M,64599,1988-03-22
491415,Nations,Sanjoy,M,76426,9999-01-01
491303,Linares,Faiza,M,43104,9999-01-01
491420,Diderrich,Hauke,M,95785,1999-11-02
491304,Lamba,Felicidad,M,68138,1992-02-02
491305,Ebeling,Kinh,M,40000,1989-08-03
491426,Roccetti,Ravishankar,F,71679,9999-01-01
491433,Bodoff,Remzi,F,40000,9999-01-01
491435,Codenie,Danny,F,60781,9999-01-01
491436,Vecchi,Taisook,M,56012,9999-01-01
491442,Nitsch,Aluzio,M,40000,9999-01-01
491458,Copas,Suzette,M,40000,9999-01-01
491459,Gewali,Jiann,F,72969,9999-01-01
491459,Gewali,Jiann,F,72969,2000-08-18
491465,Karner,Ramzi,F,53504,9999-01-01
491466,Rettelbach,Reinhold,M,64550,9999-01-01
491475,Kitsuregawa,Chiradeep,M,90268,1999-11-02
491484,Oberman,Shugo,M,58035,9999-01-01
491486,Antonisse,Amabile,M,73745,9999-01-01
491489,Braccini,Harjit,M,40000,9999-01-01
491496,Meszaros,Jeanne,M,40000,9999-01-01
491499,Perz,Heather,F,57319,2001-02-12
491516,Heiserman,Neelam,F,51020,9999-01-01
491453,Farris,Lillian,M,60796,1997-01-17
491533,Schlegelmilch,Kiam,F,50358,9999-01-01
491598,Bade,Arra,F,65835,9999-01-01
491546,Denti,Anwar,M,40000,9999-01-01
491547,Matzat,Krassimir,M,89297,9999-01-01
491599,Tibblin,Giri,F,40000,9999-01-01
491555,Tibblin,Vasiliy,M,46244,9999-01-01
491558,Luan,Chriss,M,54769,2000-10-20
491601,Lampe,Bader,F,78497,1987-04-11
491558,Luan,Chriss,M,54769,2001-12-06
491562,Denis,Ewing,M,74026,9999-01-01
491606,Gaughan,Moie,M,40000,9999-01-01
491569,Hemaspaandra,Lidong,F,54283,1999-09-01
491606,Gaughan,Moie,M,40000,2001-01-07
491570,Coney,Arvin,M,40000,9999-01-01
491609,Lundstrom,Heeju,F,51308,1988-01-22
491579,Rodite,Mori,M,54626,1999-04-27
491612,Horswill,Kien,F,54016,9999-01-01
491620,Heuser,Zhensheng,M,57250,9999-01-01
491593,Herath,Jackson,M,48230,9999-01-01
491594,Trachtenberg,Sumant,M,40000,9999-01-01
491622,Stiles,Remko,F,40000,9999-01-01
491629,Schapiro,Aamer,M,81500,9999-01-01
491634,Pollacia,Susuma,M,40000,9999-01-01
491636,Esposito,Janche,M,40000,9999-01-01
491650,Gladwell,Atreyi,M,51071,9999-01-01
491659,Sidou,Xiping,M,40000,9999-01-01
491662,Ponthieu,Maia,F,56115,1999-03-05
491754,Rouquie,Kiyokazu,F,55858,9999-01-01
491695,Madeira,Rosine,F,40000,9999-01-01
491767,Leslie,Naftaly,M,55222,9999-01-01
491781,Terwilliger,Mona,F,46730,1992-09-15
491695,Madeira,Rosine,F,40000,2002-05-10
491785,Peris,Tianruo,M,40000,1999-07-25
491785,Peris,Tianruo,M,40000,9999-01-01
491703,Fadgyas,Hinrich,F,48285,1990-10-08
491789,Schnabel,Fumitaka,M,40000,9999-01-01
491710,Khalil,Khun,F,48043,9999-01-01
491799,Peck,Zorica,M,103529,9999-01-01
491714,Lindqvist,Huan,F,73800,2000-08-31
491805,Trumbly,Khalid,M,40000,1994-09-14
491805,Trumbly,Khalid,M,40000,9999-01-01
491719,Collette,Steen,F,77620,9999-01-01
491807,Tchuente,Halsur,M,60821,9999-01-01
491809,Demir,Yongqiao,F,65693,1998-09-15
491813,Cronau,Kwee,M,61892,9999-01-01
491733,Swick,Arie,F,40000,9999-01-01
491816,Krider,Yongdong,M,40000,1994-07-08
491816,Krider,Yongdong,M,40000,9999-01-01
491818,Besselaar,Yongqiao,M,40000,1994-06-29
491734,Gecsei,Gil,F,57693,1997-03-05
491824,Jonsson,Vincent,F,40000,1990-06-03
491824,Jonsson,Vincent,F,40000,1996-03-20
491892,Gruenwald,Arfst,M,73423,9999-01-01
491843,Kusalik,Irena,F,54229,1994-05-24
491843,Kusalik,Irena,F,54229,9999-01-01
491847,Mitzlaff,Danel,F,65599,9999-01-01
491850,Lunt,Marsal,M,69635,9999-01-01
491851,Braccini,Jaihie,M,61163,9999-01-01
491892,Gruenwald,Arfst,M,73423,1999-06-18
491859,Bach,Tsuneo,M,60084,1992-01-05
491904,Staelin,Sachem,F,40000,2001-03-15
491862,Gire,Jiann,M,47000,1993-01-17
491862,Gire,Jiann,M,47000,9999-01-01
491909,Iisaka,Emran,M,68226,9999-01-01
491913,Spell,Yongdong,M,58316,1995-11-25
491917,Coombs,Quingbo,F,64467,9999-01-01
491942,Masamoto,Ottavia,M,40000,9999-01-01
491943,Lovengreen,Moon,M,40000,9999-01-01
491945,Jervis,Guenter,F,46287,9999-01-01
492025,Frolund,Yishai,M,48727,9999-01-01
491949,Compeau,Uinam,M,41570,9999-01-01
492026,Callaway,Takahiro,M,77060,9999-01-01
491950,Goldhammer,Rosine,F,62204,1999-04-07
491950,Goldhammer,Rosine,F,62204,2000-10-26
492039,Vrecion,Miomir,F,59540,9999-01-01
491958,Lorin,Basim,M,81905,9999-01-01
491958,Lorin,Basim,M,81905,1995-05-29
492055,Baar,Radhia,M,40000,9999-01-01
491965,Porotnikoff,Nikolaus,M,63554,9999-01-01
492058,Menyhert,Jaques,F,68638,9999-01-01
491977,Scharstein,Jinya,F,77882,9999-01-01
492067,Eppinger,Zito,M,68483,9999-01-01
492071,Kisuki,Jessie,F,56717,1994-07-08
491977,Scharstein,Jinya,F,77882,1999-02-16
491978,Makinen,Limsoon,F,47072,9999-01-01
491987,Foong,Francoise,F,48634,9999-01-01
492091,Coombs,Werner,F,48967,9999-01-01
492097,Broder,Georgy,F,40000,2002-04-08
492001,Birch,Morris,M,51797,9999-01-01
492107,Kitsuregawa,Mart,F,42171,9999-01-01
492006,Gornas,Francesca,F,44441,1997-01-07
492118,Murthy,Maha,M,67461,9999-01-01
492119,Bennet,Dipankar,F,40000,9999-01-01
492006,Gornas,Francesca,F,44441,1999-09-08
492013,Bugrara,Muzhong,F,44932,9999-01-01
492138,Cronin,Valdiodio,M,65155,1988-12-12
492139,Anandan,Berto,F,52369,2000-01-07
492152,Siprelle,Lubomir,M,50922,9999-01-01
492018,Gire,Tsz,M,44044,1994-12-24
492313,Orsini,Eirik,F,40000,2000-09-29
492323,Stanfel,Houman,M,96794,9999-01-01
492168,Masada,Parviz,F,40000,1997-08-07
492170,Ushiama,Sakthirel,M,49221,9999-01-01
492327,Denna,Claude,M,40000,1996-04-19
492327,Denna,Claude,M,40000,1990-01-14
492181,Turnbull,Lech,M,40000,9999-01-01
492184,Fetvedt,Malu,F,50336,9999-01-01
492328,Tzvieli,Mooi,F,43811,9999-01-01
492190,Baig,Uma,F,40000,9999-01-01
492204,Ulupinar,Vitaly,M,47492,9999-01-01
492204,Ulupinar,Vitaly,M,47492,2002-03-31
492225,Neiman,Ipke,M,49132,9999-01-01
492236,Delgrande,Xiaocheng,F,58097,1994-02-02
492243,Chorvat,Kyoichi,F,40000,9999-01-01
492249,Kakkad,Moss,F,52702,9999-01-01
492277,Vingron,Siamak,M,56586,1988-03-17
492278,Delgrange,Chinhyun,F,67897,9999-01-01
492291,Chenney,Mihalis,M,40000,1999-04-22
492297,Ciolek,Niteen,F,59105,9999-01-01
492331,Gustavson,Supot,M,40000,9999-01-01
492303,Reistad,Fun,F,80867,9999-01-01
492332,Ligten,Sukumar,M,47484,1989-01-11
492463,Zirintsis,Kwangjo,M,57480,1997-07-10
492468,Fargier,JoAnna,M,52411,9999-01-01
492472,Peyn,Youngkon,F,49509,9999-01-01
492472,Peyn,Youngkon,F,49509,1988-03-13
492479,Salinas,Otilia,M,55067,9999-01-01
492493,Maliniak,Yucai,M,40000,9999-01-01
492508,Eastman,Uno,M,51643,9999-01-01
492533,Busillo,Xiaoheng,M,65297,9999-01-01
492538,Sury,Almudena,F,53143,1991-06-25
492538,Sury,Almudena,F,53143,9999-01-01
492555,Kropf,Hercules,M,74864,9999-01-01
492558,Melter,Yoshimitsu,M,40000,9999-01-01
492558,Melter,Yoshimitsu,M,40000,1996-06-26
492335,Thorensen,Khedija,F,44995,1995-12-01
492561,Wielonsky,Mantis,M,47614,9999-01-01
492562,Valiente,Morris,F,86889,9999-01-01
492564,Bellmore,Hiroyasu,M,49036,9999-01-01
492566,DasSarma,Susuma,F,40000,9999-01-01
492570,Plotkin,Maris,F,56732,9999-01-01
492335,Thorensen,Khedija,F,44995,9999-01-01
492574,Georg,Alain,F,40000,9999-01-01
492576,Birge,Akeno,F,58193,1991-06-07
492337,Junet,Greger,F,81661,9999-01-01
492587,Salverda,Kirk,M,58210,9999-01-01
492593,Uludag,Lalit,M,40000,9999-01-01
492341,Menhardt,Odysseas,F,60790,9999-01-01
492361,Jansen,Bangqing,M,71196,2000-10-29
492597,Takanami,Bedrich,F,40000,9999-01-01
492597,Takanami,Bedrich,F,40000,1988-02-13
492612,Matzke,Guangming,F,62794,9999-01-01
492614,Frolund,Xiaoshan,M,79697,9999-01-01
492615,Assaf,Navid,M,40000,9999-01-01
492622,Kading,Pintsang,M,75306,9999-01-01
492366,Jumpertz,Abdulla,M,55470,1998-07-23
492633,Malinowski,Taiji,M,108328,9999-01-01
492638,Chinin,Shaowen,M,51867,9999-01-01
492638,Chinin,Shaowen,M,51867,1992-11-12
492641,Azulay,Mori,M,112551,1999-01-06
492643,Homond,Renny,F,50109,9999-01-01
492647,Madeira,Leen,M,87042,9999-01-01
492652,Heydon,Sukumar,M,66165,9999-01-01
492367,Pellegrinelli,Chuanti,M,60924,9999-01-01
492663,Harnett,Parke,F,55422,9999-01-01
492671,Docker,Zengping,M,61694,9999-01-01
492678,Pettis,Kazuyasu,M,67824,9999-01-01
492375,Nollmann,Barna,M,47637,1994-07-22
492685,Ginesta,Sashi,M,50753,9999-01-01
492693,Kakkar,Feiyu,M,40000,2000-11-26
492694,Weedman,Boutros,M,61838,9999-01-01
492700,Yemenis,Morrie,M,40000,9999-01-01
492710,Conta,Kristine,M,40000,9999-01-01
492711,Marshall,Zita,M,71775,9999-01-01
492711,Marshall,Zita,M,71775,2000-11-10
492376,Pagter,Fuqing,F,40000,9999-01-01
492727,Brickell,Wanqing,M,72527,9999-01-01
492731,Valiente,Valery,F,56869,9999-01-01
492732,Ciolek,Navid,M,46735,9999-01-01
492734,Heiserman,Iara,M,49170,1993-03-29
492736,Melton,Taiji,F,62087,9999-01-01
492377,Pollacia,Jianhua,M,71410,9999-01-01
492383,Gadepally,Mari,M,56686,9999-01-01
492391,Baba,Alenka,M,45178,1998-10-20
492738,Gammage,Jaques,M,40000,9999-01-01
492750,Sewelson,Akeno,F,47252,9999-01-01
492755,Hartvigsen,Jinpo,F,52513,9999-01-01
492759,Butterworth,Chenxi,F,53165,2000-11-05
492759,Butterworth,Chenxi,F,53165,1994-11-24
492760,Llado,Susanna,F,51356,9999-01-01
492419,Shanbhogue,Berto,M,40000,9999-01-01
492767,Tomescu,Shushma,F,40000,9999-01-01
492771,Aamodt,Odoardo,M,60093,9999-01-01
492775,Yavatkar,Pranas,M,56193,9999-01-01
492777,Mapelli,Demin,F,40000,9999-01-01
492798,Kandlur,Berhard,F,66893,1992-03-25
492799,Ramsak,LiMin,M,70974,9999-01-01
492799,Ramsak,LiMin,M,70974,1993-10-07
492800,Kropf,Brigham,M,56585,9999-01-01
492806,Chinen,LiMin,M,52952,9999-01-01
492819,Honglei,Trygve,M,63005,2002-04-17
492829,Schwartzburd,Chaitali,M,40948,1990-05-25
492831,Liesche,Yonghong,M,76637,2001-03-16
492835,Khalil,Khaled,M,48427,1997-02-06
492835,Khalil,Khaled,M,48427,9999-01-01
492836,Kranzdorf,Zorica,M,40000,9999-01-01
492840,Pfau,Yuchang,M,86909,1999-01-20
492843,Lipner,Sven,F,47825,9999-01-01
492844,Prenel,Falguni,M,40000,9999-01-01
492844,Prenel,Falguni,M,40000,1993-06-04
492850,Gill,Yefim,M,53009,1998-05-27
492867,Baaz,Ebbe,M,42652,9999-01-01
492868,Trumbly,Abdelkader,F,44250,9999-01-01
492425,Kopetz,Masamitsu,M,40000,9999-01-01
492875,Milicia,Sasan,M,40000,9999-01-01
492875,Milicia,Sasan,M,40000,1995-03-17
492877,Chinin,Vasiliy,M,40000,9999-01-01
492428,Laventhal,Adin,M,73220,9999-01-01
492883,Fontet,Kwangho,F,47650,9999-01-01
492887,Luby,Soenke,M,67037,9999-01-01
492891,Baumann,Zhongwei,M,50702,1995-06-12
492429,Pelz,Paloma,M,64830,9999-01-01
492911,Asser,Jungsoon,M,48545,9999-01-01
492912,Braunmuhl,Noritoshi,M,40000,9999-01-01
492912,Braunmuhl,Noritoshi,M,40000,1999-07-06
492431,Verhaegen,Hsiangchu,M,79451,2000-08-05
492929,Nanard,Yannik,M,60727,9999-01-01
492938,Spieker,Kazuhide,M,40000,9999-01-01
492943,Skogmar,Satyanarayana,F,40000,9999-01-01
492943,Skogmar,Satyanarayana,F,40000,2002-06-11
492950,Wilfing,Theron,M,56079,9999-01-01
492431,Verhaegen,Hsiangchu,M,79451,9999-01-01
492442,Speek,Divine,M,52239,1997-05-31
492989,Byoun,Marjo,M,54715,9999-01-01
492998,Schicker,Bogdan,F,42894,1996-10-11
493005,Suppi,Nidapan,M,69968,9999-01-01
493008,Lanphier,Yagil,M,49735,9999-01-01
493012,Georgatos,Satyanarayana,M,74867,9999-01-01
492448,Uchoa,Kristen,F,49046,9999-01-01
493181,Belinskaya,Kwangjo,M,69904,1994-11-24
493026,Swen,Jiang,M,64696,9999-01-01
493037,Schwaller,Elrique,M,56887,9999-01-01
493047,Baar,Hairong,M,62867,1998-02-09
493057,Monarch,Lijia,F,40000,9999-01-01
493068,Malinowski,Navid,F,60226,9999-01-01
493075,Kaminger,Georgi,M,40000,1995-07-13
493084,Rodite,Tua,M,40000,9999-01-01
493115,Bashian,Shai,F,40000,2001-06-16
493115,Bashian,Shai,F,40000,9999-01-01
493116,Heping,Pintsang,F,40000,9999-01-01
493117,Ullian,Moie,M,41410,9999-01-01
493121,Andreotta,Shigeo,M,53455,9999-01-01
493182,Staelin,Tze,M,41091,9999-01-01
493136,Bojadziev,Poorav,M,45259,1992-12-25
493136,Bojadziev,Poorav,M,45259,9999-01-01
493141,Peroz,Kersti,F,60960,9999-01-01
493147,Chelton,Shaz,F,47882,2000-03-22
493150,Zockler,Toshiki,F,57365,9999-01-01
493155,Henders,Jaber,F,47962,9999-01-01
493155,Henders,Jaber,F,47962,1989-07-04
493163,Shrader,Eirik,F,53890,9999-01-01
493313,Fabrizio,Mohammed,M,51601,9999-01-01
493329,dAstous,Nidapan,F,71102,2001-07-07
493330,Lanphier,Hidekazu,M,40000,9999-01-01
493341,Guerreiro,Mihalis,F,40000,1999-10-02
493346,Engelmann,Kiyomitsu,M,40000,1998-06-26
493352,Sigstam,Thodoros,F,40000,9999-01-01
493352,Sigstam,Thodoros,F,40000,1988-10-23
493353,Sadowsky,Hiroyasu,M,58403,9999-01-01
493354,Rassart,Marie,M,52952,9999-01-01
493368,Orsini,Siddarth,M,51835,9999-01-01
493369,Zielinski,Tze,M,41075,9999-01-01
493375,Slobodova,Juichirou,M,66550,9999-01-01
493378,Flexer,Demos,M,85815,1988-11-25
493378,Flexer,Demos,M,85815,9999-01-01
493379,Knightly,Faiza,F,40000,9999-01-01
493383,Llado,Marjo,M,46921,2002-01-11
493387,Gniady,Zeydy,M,66726,1991-08-24
493387,Gniady,Zeydy,M,66726,9999-01-01
493389,Feinberg,Sandeepan,M,50451,1997-12-23
493407,Gargeya,Tua,F,70789,9999-01-01
493448,Swist,Alper,M,40000,9999-01-01
493453,Waleschkowski,Fai,M,52220,9999-01-01
493464,Tsunoo,Bader,M,62930,9999-01-01
493191,Rusterholz,Margareta,M,45655,9999-01-01
493503,Potthoff,Hidefumi,M,43346,1998-08-13
493503,Potthoff,Hidefumi,M,43346,9999-01-01
493504,Pfau,Shaz,M,41908,9999-01-01
493505,Basawa,Sushant,F,40000,9999-01-01
493506,Vigier,Siddarth,F,53834,2002-04-18
493509,Rande,Zito,F,52439,9999-01-01
493515,Bade,Volkmar,F,40000,9999-01-01
493519,Papsdorf,Sadegh,F,40000,9999-01-01
493524,Cooke,Changho,F,52369,9999-01-01
493526,Ulupinar,Phillip,M,40000,9999-01-01
493531,Heystek,Gay,M,52225,2001-11-30
493191,Rusterholz,Margareta,M,45655,2000-11-20
493199,Gist,Gila,M,41447,9999-01-01
493556,Yurek,Roddy,F,40000,9999-01-01
493557,Renear,Froduald,M,87594,9999-01-01
493560,Henseler,Danny,M,40000,9999-01-01
493569,Salvesen,Mikhail,M,57276,9999-01-01
493572,Sudbeck,Kamakshi,M,52640,9999-01-01
493576,Prochazka,Margareta,F,66008,1994-11-17
493200,Jansch,Feiyu,M,40428,2001-11-09
493576,Prochazka,Margareta,F,66008,9999-01-01
493581,Nooteboom,Shaibal,F,47456,9999-01-01
493200,Jansch,Feiyu,M,40428,9999-01-01
493202,Mikschl,Shan,F,40716,9999-01-01
493209,Zizka,Mani,M,40000,9999-01-01
493211,McDermid,Rosalyn,M,40000,9999-01-01
493211,McDermid,Rosalyn,M,40000,1999-09-11
493213,Maquelin,Mats,M,53594,9999-01-01
493230,Picel,Branimir,F,73892,9999-01-01
493594,Barvinok,Jayesh,F,40000,9999-01-01
493594,Barvinok,Jayesh,F,40000,1996-01-25
493233,Swist,Chanjung,M,42492,9999-01-01
493606,Bratten,Heon,F,46255,1986-12-18
493244,Junet,Sajjad,F,54382,9999-01-01
493609,Pramanik,Oldrich,M,66048,9999-01-01
493610,Pena,Barry,M,53830,9999-01-01
493617,Gulik,Nishit,M,40000,9999-01-01
493261,Savasere,Demin,F,57106,9999-01-01
493262,Fiebach,Pintsang,M,88825,1999-06-16
493269,Biron,Berhard,M,40000,9999-01-01
493638,Pulkowski,Xiaoheng,M,40000,9999-01-01
493642,Baig,Sanjai,F,61320,9999-01-01
493276,Zirintsis,Keiichiro,M,46193,9999-01-01
493647,Perri,Jayson,M,40000,9999-01-01
493276,Zirintsis,Keiichiro,M,46193,1995-03-21
493651,Demeyer,Constantino,M,76890,2001-06-09
493651,Demeyer,Constantino,M,76890,9999-01-01
493285,Syrzycki,Gennady,F,95907,9999-01-01
493662,Silva,Badri,M,41995,2001-08-15
493286,Riesenhuber,Maha,F,58075,1999-02-15
493662,Silva,Badri,M,41995,9999-01-01
493286,Riesenhuber,Maha,F,58075,9999-01-01
493665,Zultner,Weiyi,F,40000,9999-01-01
493671,Chiola,Mikhail,M,56912,2001-09-11
493671,Chiola,Mikhail,M,56912,9999-01-01
493675,Benaini,Dante,M,75694,1991-05-17
493294,Bamford,Mong,M,47101,1992-09-25
493681,Mersereau,Baocai,M,40000,9999-01-01
493681,Mersereau,Baocai,M,40000,1999-02-07
493683,Ducloy,Magy,F,44546,9999-01-01
493685,Isaak,Kazunori,M,40000,2002-01-15
493695,Camarinopoulos,Sariel,F,40000,9999-01-01
493297,Kusalik,Roddy,F,53734,9999-01-01
493300,Bodoff,Tommaso,M,72213,9999-01-01
493715,Binding,Dipayan,M,52856,9999-01-01
493301,Pardalos,Uri,M,40000,9999-01-01
493720,Sridhar,Juyoung,M,60399,9999-01-01
493720,Sridhar,Juyoung,M,60399,2000-07-13
493721,Zielinski,Serif,F,58155,9999-01-01
493725,Jeansoulin,Anneke,F,67618,9999-01-01
493893,Ashish,Almudena,M,49913,1992-05-20
493738,Schreiter,Jolita,M,51247,9999-01-01
493739,Kroha,Xinglin,F,40000,2001-08-15
493894,Comyn,Hairong,M,47599,9999-01-01
493747,Ibel,Wayne,F,60595,1997-05-06
493748,Mayerwieser,Mircea,F,47867,9999-01-01
493901,Gischer,Doowon,M,40000,9999-01-01
493754,Stifter,Amstein,M,50316,9999-01-01
493758,Biron,Miomir,M,40000,9999-01-01
493761,Arlazarov,Giap,M,57116,9999-01-01
493903,Kornyak,Takahiro,M,56090,9999-01-01
493763,Giveon,Dulce,M,61860,9999-01-01
493764,Quadeer,Zeydy,F,40000,9999-01-01
493910,Swick,Marl,F,40000,9999-01-01
493916,Jayawardene,Kristen,M,40000,9999-01-01
493788,Cronau,Maha,M,71250,9999-01-01
493789,Zirintsis,Elvia,M,40000,9999-01-01
493794,McFarlin,Manibrata,M,68288,1996-12-03
493797,Stiles,Pranay,F,40000,1989-04-29
493800,Zallocco,Constantine,F,58870,9999-01-01
493801,Pews,Stein,F,67352,9999-01-01
493941,Redmiles,Reuven,F,40000,9999-01-01
493804,Polupanov,Perry,M,53953,9999-01-01
493805,Yeung,Shim,M,75188,9999-01-01
493808,Mukaidono,Constantijn,F,40000,9999-01-01
493811,Asser,Maja,M,65509,9999-01-01
493812,Brizzi,Bernardo,M,55902,9999-01-01
493816,Harbusch,Rafail,M,40000,9999-01-01
493822,Chappelet,Yechezkel,F,63732,9999-01-01
493944,Gulla,Ziyad,M,57380,9999-01-01
493848,Muchinsky,Nevin,M,40000,1996-09-13
493850,Fargier,Volkmar,M,40000,9999-01-01
493854,Melski,Qunsheng,M,44811,9999-01-01
493855,Iacovou,Fusako,M,71198,9999-01-01
493857,Ecklund,Alagu,M,71398,2000-01-07
493862,Radivojevic,Weiye,M,74623,9999-01-01
493871,Butterworth,Nimmagadda,M,51931,9999-01-01
493872,Tsukuda,Ugo,M,40000,9999-01-01
494022,Langford,Froduald,M,48509,9999-01-01
494035,Kabayashi,Shen,F,40000,1997-05-30
494044,Glinert,Angel,M,84882,1998-10-16
494051,Birdsall,Katsuo,F,40000,1998-01-26
494051,Birdsall,Katsuo,F,40000,9999-01-01
494068,Swiss,Kerryn,M,76439,9999-01-01
494070,Preusig,Ghassan,M,58327,9999-01-01
494078,McDermid,Valery,F,40000,9999-01-01
494086,Zobel,Zhensheng,F,40000,1989-10-08
494099,Irland,Waiman,F,73599,9999-01-01
494100,Riesenhuber,Morrie,M,74487,1995-06-01
494100,Riesenhuber,Morrie,M,74487,9999-01-01
494105,Himler,Mabhin,M,75236,9999-01-01
494114,Danley,Vitaly,F,47776,9999-01-01
494128,Chiodo,Brewster,M,110843,9999-01-01
494136,Edelhoff,Florian,M,78047,9999-01-01
494136,Edelhoff,Florian,M,78047,1998-05-07
494149,Hoppenstand,Gully,M,51922,9999-01-01
494153,Dulin,Leandro,M,55787,1994-12-11
494155,Schwabacher,Byong,M,77581,9999-01-01
494155,Schwabacher,Byong,M,77581,1995-06-25
494156,McFarlan,Pohua,M,40000,9999-01-01
494163,Mahnke,Ghassan,M,54999,9999-01-01
494166,Khalid,Marit,F,40000,9999-01-01
494199,Gyimothy,Takanari,M,55929,9999-01-01
494207,Rande,Marl,M,40000,9999-01-01
494219,Papsdorf,Ekawit,M,56979,9999-01-01
494222,Perfilyeva,Masali,F,51022,9999-01-01
494234,Stafford,Randi,M,52012,9999-01-01
494240,Bruckman,Tommaso,M,40000,1988-06-25
494242,Vesel,Jinpo,M,54094,1989-06-10
494270,Jonsson,Kasturi,M,88487,9999-01-01
494273,Rotem,Shahab,M,75074,9999-01-01
494276,Sudbeck,Eran,M,44429,2001-01-02
494282,Kawashima,Karlis,M,67719,1999-01-02
494300,Oberman,Zeljko,F,80772,2000-04-12
494300,Oberman,Zeljko,F,80772,9999-01-01
494301,Beutelspacher,Rosalie,M,40000,9999-01-01
494302,Polajnar,Qingxiang,F,48701,1999-08-05
494313,Nitta,Sigeru,F,66956,2001-03-11
494316,Merlo,Dekang,M,55135,9999-01-01
493949,Terlouw,Zhenhua,M,81349,9999-01-01
494319,Peha,Pradeep,F,65203,1993-12-09
494319,Peha,Pradeep,F,65203,9999-01-01
494327,Nitto,Lillian,F,40000,9999-01-01
493997,Emiris,Adamantios,F,43338,9999-01-01
494339,Danley,Uno,F,40000,9999-01-01
494355,Reutenauer,Koichi,M,40000,9999-01-01
494366,Taubenfeld,Fumiya,M,40000,9999-01-01
494375,Shackell,Kwun,M,53523,9999-01-01
494381,Ushiama,Isaac,F,77582,9999-01-01
493999,Driscoll,Arvind,F,40000,9999-01-01
494392,Ernst,Emdad,M,86130,9999-01-01
494400,Schicker,Yongqiao,F,79554,9999-01-01
494007,Zschoche,Ioana,M,40000,9999-01-01
494404,Mapelli,Menkae,M,56415,9999-01-01
494406,Babb,Vincent,M,55211,9999-01-01
494008,Roohalamini,Guadalupe,F,51654,9999-01-01
494421,Liedekerke,Tesuro,F,47020,1996-06-10
494422,Schwaller,Constantine,F,50675,9999-01-01
494423,Guenter,Izaskun,F,67339,9999-01-01
494425,Heping,Mong,F,58611,9999-01-01
494428,Selvestrel,Manton,F,72412,9999-01-01
494428,Selvestrel,Manton,F,72412,1995-08-27
494585,Erie,Tomokazu,M,40000,9999-01-01
494586,Bala,Youngkon,M,40000,9999-01-01
494587,Bridgland,Amstein,M,54637,1993-09-06
494443,Auyong,Dzung,F,40601,9999-01-01
494587,Bridgland,Amstein,M,54637,9999-01-01
494599,Chepyzhov,Gro,M,40000,2001-12-05
494456,Swen,Heon,M,40000,9999-01-01
494460,Jervis,Horward,M,67764,9999-01-01
494473,Suri,Aamod,F,59639,9999-01-01
494609,Rousseau,Basim,M,40000,1999-04-20
