emp_no,first_name,last_name,title,from_date,to_date,hire_date,birth_date
413020,Luigi,Falby,Senior Engineer,2001-04-28,9999-01-01,1985-02-08,1954-07-14
413032,Iara,Spelt,Technique Leader,1990-12-22,9999-01-01,1985-10-12,1955-09-02
413052,Martial,England,Staff,1994-02-23,9999-01-01,1985-10-06,1954-07-16
413066,Rayond,Neimat,Senior Engineer,1991-02-08,9999-01-01,1985-02-08,1955-12-07
413079,Hugh,Clemencon,Senior Staff,1993-06-24,9999-01-01,1985-06-24,1954-12-17
413118,Becky,Thiria,Senior Engineer,1985-11-12,9999-01-01,1985-11-12,1955-10-01
413140,Vincent,Demian,Senior Engineer,2001-09-18,9999-01-01,1985-09-18,1954-02-17
413144,Changho,Spinelli,Technique Leader,1985-12-11,9999-01-01,1985-06-27,1955-09-06
413184,Moon,Asmuth,Senior Staff,1999-03-07,9999-01-01,1985-09-15,1953-02-27
413251,Eckart,Radwan,Staff,1997-01-31,9999-01-01,1985-05-23,1954-08-23
413333,Martijn,Spell,Senior Staff,2000-04-30,9999-01-01,1985-05-13,1954-08-29
413380,Steen,Azumi,Senior Staff,1993-06-08,9999-01-01,1985-08-02,1954-12-23
413406,Elrique,Molberg,Senior Staff,1993-07-09,9999-01-01,1985-07-09,1953-01-19
413410,Yongmao,Matzen,Senior Engineer,2000-10-04,9999-01-01,1985-12-27,1954-06-21
413441,Fumiko,Koshiba,Senior Staff,1995-01-18,9999-01-01,1985-04-17,1954-06-11
413468,Kristina,Czaja,Senior Engineer,1993-08-19,9999-01-01,1985-08-19,1955-10-13
413502,Masamitsu,Danecki,Senior Staff,1995-02-04,9999-01-01,1985-02-08,1952-06-12
413504,Flemming,Dayana,Senior Staff,2001-10-22,9999-01-01,1985-07-24,1955-03-16
413542,Elvis,Hebert,Senior Engineer,1985-11-15,9999-01-01,1985-11-15,1953-01-28
413544,Arie,Douceur,Senior Engineer,1990-12-16,9999-01-01,1985-09-05,1953-07-09
413611,Vasiliy,Granlund,Senior Engineer,1990-08-31,9999-01-01,1985-08-31,1955-10-15
413674,Przemyslawa,Plotkin,Senior Engineer,2001-08-02,9999-01-01,1985-12-10,1955-06-11
413686,Youngkon,Oskamp,Technique Leader,1991-08-06,9999-01-01,1985-07-30,1953-06-27
413717,Gino,Cusworth,Senior Engineer,1992-08-17,9999-01-01,1985-08-17,1954-10-15
413719,Shigenori,Orsini,Senior Staff,1985-09-02,9999-01-01,1985-09-02,1953-03-24
413767,Yuuichi,Merlo,Senior Staff,1990-06-15,9999-01-01,1985-06-15,1953-06-16
413791,Jiong,Zaumen,Senior Staff,2002-05-28,9999-01-01,1985-12-04,1955-10-21
413825,Divine,Ertl,Senior Engineer,1986-04-01,9999-01-01,1985-05-04,1955-04-23
413966,Weiwu,Demian,Staff,1997-12-03,9999-01-01,1985-11-05,1954-07-11
414044,Padma,Pillow,Staff,1999-09-09,9999-01-01,1985-07-17,1955-04-29
414054,Yongdong,Suppi,Senior Engineer,1993-10-26,9999-01-01,1985-10-26,1953-07-08
414086,Van,Marrakchi,Senior Engineer,1990-07-08,9999-01-01,1985-07-08,1954-09-19
414097,Piyawadee,Krychniak,Senior Staff,1985-10-18,9999-01-01,1985-05-22,1955-02-12
414147,Jianwen,Matzat,Senior Engineer,1995-02-02,9999-01-01,1985-06-06,1952-09-06
414171,Pintsang,Siksek,Engineer,1999-08-10,9999-01-01,1985-04-01,1952-04-05
414218,Shugo,Kusakari,Senior Engineer,1993-07-24,9999-01-01,1985-06-28,1953-12-30
414255,Mats,Spelt,Senior Staff,1992-06-25,9999-01-01,1985-06-25,1953-11-22
414282,Cristinel,Uehara,Technique Leader,1988-01-17,9999-01-01,1985-03-10,1953-05-12
414286,Remmert,Stiles,Engineer,1997-12-30,9999-01-01,1985-09-06,1955-05-16
414326,Magdalena,Percebois,Senior Staff,2000-09-30,9999-01-01,1985-06-17,1952-10-06
414472,Alassane,Roisin,Senior Engineer,1997-03-27,9999-01-01,1985-03-28,1955-10-09
414492,Emdad,Azevdeo,Senior Engineer,1990-05-07,9999-01-01,1985-05-07,1952-06-27
414501,Arto,Kobara,Senior Engineer,1994-08-08,9999-01-01,1985-08-08,1955-12-29
414601,Mohammed,Kranzdorf,Senior Engineer,1991-10-20,9999-01-01,1985-10-20,1953-11-24
414643,Flemming,Neiman,Engineer,1999-04-06,9999-01-01,1985-03-02,1953-01-30
414655,Constantino,Taubman,Senior Engineer,1997-08-09,9999-01-01,1985-02-28,1955-10-11
414708,Gift,Wielonsky,Senior Engineer,1994-06-30,9999-01-01,1985-06-30,1954-06-06
414772,Fumiya,Raney,Technique Leader,1985-11-05,9999-01-01,1985-11-05,1952-05-25
414786,Guiseppe,Furedi,Senior Engineer,1991-09-19,9999-01-01,1985-09-19,1954-10-06
414791,Junichi,Litzler,Senior Staff,1993-05-03,9999-01-01,1985-05-03,1952-02-29
414847,Edwin,Kabayashi,Senior Engineer,1990-08-18,9999-01-01,1985-08-18,1955-06-20
414903,Jeanna,Iisaka,Senior Engineer,2001-04-16,9999-01-01,1985-03-19,1954-03-24
414911,Toshiki,Gimbel,Senior Engineer,1993-02-16,9999-01-01,1985-02-16,1952-04-15
415031,Jiang,Lakshmanan,Senior Staff,1990-11-09,9999-01-01,1985-11-09,1955-11-08
415093,Shigeu,Juneja,Senior Engineer,1995-10-25,9999-01-01,1985-02-24,1955-02-27
415100,Armond,Antonakopoulos,Engineer,1997-08-06,9999-01-01,1985-07-04,1953-05-30
415124,Sugwoo,Dalphin,Engineer,1995-03-14,9999-01-01,1985-07-06,1955-02-01
415152,Jongsuk,Danecki,Senior Staff,1992-11-17,9999-01-01,1985-11-17,1953-05-22
415186,Yechiam,Lyonns,Engineer,1999-09-02,9999-01-01,1985-11-12,1953-12-06
415224,Rutger,Syrotiuk,Senior Engineer,1987-06-04,9999-01-01,1985-11-23,1953-10-05
415242,Moni,Broomell,Senior Staff,1996-11-06,9999-01-01,1985-06-13,1953-04-27
415312,Mara,Penn,Senior Engineer,1985-11-13,9999-01-01,1985-11-13,1952-03-05
415356,Mostafa,Hofting,Staff,1997-06-03,9999-01-01,1985-11-19,1952-10-14
415404,Zhongwei,Gonthier,Senior Engineer,2002-05-03,9999-01-01,1985-07-21,1955-06-11
415425,Srinidhi,Deverell,Senior Staff,1991-02-28,9999-01-01,1985-02-28,1953-08-14
415442,Udaiprakash,Passino,Technique Leader,1985-04-08,9999-01-01,1985-04-08,1953-03-04
415455,Kiyomitsu,Rosiles,Senior Staff,1993-08-19,9999-01-01,1985-04-07,1952-09-28
415486,Shahar,Comyn,Senior Staff,1991-02-10,9999-01-01,1985-07-23,1955-07-28
415495,Kiam,Luef,Engineer,1996-01-01,9999-01-01,1985-03-07,1953-08-04
415512,Marin,Sifakis,Senior Engineer,1990-09-16,9999-01-01,1985-09-16,1952-04-07
415578,Nevin,Setia,Senior Engineer,2001-09-18,9999-01-01,1985-10-31,1952-07-06
415749,Ravishankar,Nittel,Senior Staff,1991-06-13,9999-01-01,1985-06-20,1953-10-08
415783,Menkae,Puppe,Senior Engineer,1993-10-18,9999-01-01,1985-10-18,1954-11-14
415807,Adamantios,Encarnacion,Senior Staff,1998-09-22,9999-01-01,1985-09-22,1953-09-11
415890,Zhonghui,Melski,Senior Engineer,1998-02-16,9999-01-01,1985-12-07,1953-06-12
415902,Barun,Radwan,Staff,1998-02-04,9999-01-01,1985-12-09,1953-06-06
415968,Serif,Griswold,Senior Engineer,1999-07-14,9999-01-01,1985-06-15,1955-02-23
415978,Susanta,Tsukuda,Senior Engineer,1993-06-17,9999-01-01,1985-06-17,1954-03-13
416004,Huiqun,Uchoa,Senior Engineer,1991-09-24,9999-01-01,1985-08-24,1952-08-02
416026,Inderjeet,Molenaar,Senior Staff,1994-08-06,9999-01-01,1985-08-06,1953-03-10
416031,Bezalel,Chinal,Senior Staff,1994-07-08,9999-01-01,1985-07-08,1955-02-28
416032,Patricio,Schicker,Senior Staff,1985-04-24,9999-01-01,1985-04-24,1954-03-12
416042,Katsuo,Lorcy,Senior Engineer,1999-03-12,9999-01-01,1985-06-21,1954-03-28
416177,Khun,Turnbull,Senior Engineer,1991-12-27,9999-01-01,1985-12-27,1955-11-22
416192,Roddy,Zlotek,Senior Engineer,1993-02-10,9999-01-01,1985-02-10,1952-03-02
416307,Elvia,Brookman,Senior Engineer,1993-12-19,9999-01-01,1985-07-07,1954-12-27
416319,Duro,Chimia,Senior Staff,1990-02-03,9999-01-01,1985-03-10,1952-05-22
416330,Candida,Pollock,Senior Staff,1990-11-14,9999-01-01,1985-11-14,1954-11-24
416337,Taizo,Bouloucos,Senior Staff,1985-11-12,9999-01-01,1985-11-12,1954-11-27
416408,Tomofumi,Quadeer,Senior Staff,1990-12-08,9999-01-01,1985-12-08,1955-02-08
416429,Chiradeep,Skafidas,Engineer,1999-01-07,9999-01-01,1985-03-23,1954-03-29
416487,Marsja,Anick,Senior Staff,1990-05-27,9999-01-01,1985-05-13,1955-08-08
416647,Yuchang,Birch,Engineer,1993-09-06,9999-01-01,1985-07-05,1952-04-14
416737,Douadi,Renear,Senior Engineer,1992-09-02,9999-01-01,1985-09-02,1954-05-04
416834,Angel,Riefers,Senior Engineer,1993-12-24,9999-01-01,1985-12-24,1952-08-25
416879,Bluma,Schrooten,Senior Staff,1999-05-17,9999-01-01,1985-12-10,1952-02-11
416936,Lenore,Perly,Senior Engineer,1998-06-20,9999-01-01,1985-04-10,1953-02-01
416948,Reinhard,Peac,Senior Staff,2001-12-30,9999-01-01,1985-02-09,1955-03-09
416959,Ymte,Speer,Senior Staff,1992-11-20,9999-01-01,1985-11-20,1955-08-29
417037,Kristian,Ranta,Senior Engineer,2001-08-05,9999-01-01,1985-08-05,1953-05-22
417073,Foong,Ecklund,Senior Engineer,1985-04-19,9999-01-01,1985-04-19,1952-04-18
417170,Paloma,Delgrange,Senior Engineer,2000-01-25,9999-01-01,1985-02-18,1955-10-23
417279,Mariangiola,Gischer,Senior Engineer,1999-11-25,9999-01-01,1985-06-06,1955-01-24
417306,LiMin,Lorin,Senior Engineer,1992-03-23,9999-01-01,1985-03-23,1952-07-13
417376,Leszek,Hertweck,Senior Staff,1994-02-22,9999-01-01,1985-02-22,1953-06-04
417381,Paddy,Beausoleil,Staff,1997-06-17,9999-01-01,1985-07-02,1954-07-26
417384,Mansur,Valtorta,Senior Staff,1985-04-20,9999-01-01,1985-04-20,1955-07-04
417427,Doohun,Lores,Senior Staff,1992-09-14,9999-01-01,1985-09-14,1952-03-03
417436,Avishai,Quittner,Senior Engineer,1999-02-15,9999-01-01,1985-02-14,1954-05-03
417440,Luisa,Lorie,Senior Engineer,1992-03-23,9999-01-01,1985-03-23,1954-01-12
417586,Qiwen,Leslie,Senior Staff,2001-11-10,9999-01-01,1985-04-27,1953-07-11
417705,Kousuke,Lammel,Senior Staff,1995-09-19,9999-01-01,1985-10-24,1955-09-12
417807,Uinam,Doering,Senior Staff,1992-06-03,9999-01-01,1985-06-03,1954-03-06
417828,Marjo,Besancenot,Assistant Engineer,1998-08-13,9999-01-01,1985-02-28,1954-12-22
417830,Geoff,Androutsos,Senior Staff,1985-07-19,9999-01-01,1985-07-19,1955-01-16
417872,Sreekrishna,Yamaashi,Senior Staff,1990-03-14,9999-01-01,1985-03-14,1952-03-07
417874,Sandeepan,McAlpine,Senior Engineer,1993-08-14,9999-01-01,1985-08-14,1952-04-29
417999,Dines,Penn,Senior Engineer,1985-09-16,9999-01-01,1985-09-16,1952-08-11
418019,Kristina,Ecklund,Senior Staff,1990-08-25,9999-01-01,1985-02-15,1953-12-30
418039,Shuichi,Ramalingam,Senior Staff,1985-06-27,9999-01-01,1985-06-27,1954-02-26
418094,Mona,Kolvik,Senior Staff,1987-07-15,9999-01-01,1985-07-09,1955-11-28
418095,Avishai,Azevdeo,Senior Engineer,1997-06-29,9999-01-01,1985-04-02,1954-08-09
418125,Khun,Baar,Staff,1996-08-02,9999-01-01,1985-09-08,1954-07-22
418196,Shunichi,Wiegley,Senior Staff,1992-08-15,9999-01-01,1985-08-15,1952-10-17
418351,Ferdinand,Perri,Senior Staff,1992-11-13,9999-01-01,1985-03-23,1955-08-21
418379,Reinhold,Ducloy,Senior Staff,1994-02-10,9999-01-01,1985-05-21,1953-12-25
418411,Nalini,Griswold,Senior Staff,1985-11-21,9999-01-01,1985-11-21,1953-11-07
418475,Mokhtar,Weisert,Senior Staff,1990-09-29,9999-01-01,1985-09-29,1954-11-22
418555,Kristina,Luan,Staff,1999-06-29,9999-01-01,1985-11-05,1952-03-20
418586,Bernice,Isaak,Senior Staff,1992-12-06,9999-01-01,1985-12-06,1953-09-18
418605,Flemming,Kornatzky,Senior Engineer,1999-05-05,9999-01-01,1985-10-21,1953-09-10
418632,Uri,Reistad,Senior Staff,1985-03-31,9999-01-01,1985-03-31,1952-02-10
418703,Mabo,Cairo,Senior Engineer,1985-07-22,9999-01-01,1985-07-22,1953-08-04
418766,Mana,Viele,Senior Engineer,1999-03-05,9999-01-01,1985-03-04,1955-01-07
418771,Annemarie,Eiter,Senior Engineer,1997-03-22,9999-01-01,1985-12-01,1952-02-24
418811,Xiaopeng,Unni,Engineer,1994-03-03,9999-01-01,1985-03-03,1954-07-24
418870,Garnik,Dulli,Senior Staff,1994-12-28,9999-01-01,1985-12-28,1955-06-17
418888,Harngdar,Petersohn,Engineer,2001-01-22,9999-01-01,1985-10-16,1954-02-23
418927,Baocai,Yemenis,Senior Engineer,1998-09-01,9999-01-01,1985-03-01,1953-12-20
418934,Adam,Gurbaxani,Senior Staff,1992-11-30,9999-01-01,1985-11-30,1953-08-04
418946,Alejandra,Farrow,Senior Staff,1997-02-16,9999-01-01,1985-09-28,1952-02-10
419044,Luigi,Panwar,Engineer,1994-02-22,9999-01-01,1985-09-16,1955-11-29
419065,Arvind,Manderick,Senior Staff,1992-07-01,9999-01-01,1985-07-01,1955-08-07
419104,Satoru,Vasanthakumar,Senior Staff,1992-09-18,9999-01-01,1985-07-14,1954-06-25
419123,Marit,Hutter,Engineer,1998-08-22,9999-01-01,1985-07-22,1953-03-06
419180,Shigeaki,Rettelbach,Engineer,1994-03-23,9999-01-01,1985-03-23,1952-12-21
419223,Berry,Birch,Senior Staff,1993-06-30,9999-01-01,1985-06-30,1952-04-18
419296,Fumiyo,Delgrande,Technique Leader,1985-08-24,9999-01-01,1985-08-24,1953-12-24
419311,Sachin,Leaver,Engineer,1995-08-25,9999-01-01,1985-07-20,1955-02-21
419315,Godehard,Rindone,Senior Engineer,1992-03-26,9999-01-01,1985-03-26,1955-12-01
419359,Arie,Slutz,Senior Engineer,2000-07-01,9999-01-01,1985-11-10,1952-04-15
419365,Shuichi,Sommen,Technique Leader,1987-12-16,9999-01-01,1985-07-03,1952-12-23
419486,Gift,Bolsens,Senior Staff,1992-07-04,9999-01-01,1985-07-04,1953-11-23
419499,Honesty,Dulin,Assistant Engineer,1997-11-24,9999-01-01,1985-03-17,1952-10-16
419585,Ramachenga,Pezzoli,Senior Staff,1991-03-14,9999-01-01,1985-03-14,1953-11-10
419605,Jiakeng,Matzat,Technique Leader,1991-04-29,9999-01-01,1985-05-20,1954-09-15
419621,Mong,Marsiglia,Technique Leader,1999-09-02,9999-01-01,1985-09-23,1955-09-25
419638,Lein,Birsak,Senior Staff,1993-08-30,9999-01-01,1985-08-30,1953-05-12
419658,Marke,Hashii,Senior Staff,1997-05-30,9999-01-01,1985-07-31,1952-04-28
419726,Rosita,Bellone,Senior Engineer,1995-12-18,9999-01-01,1985-12-18,1955-12-13
419840,Chiranjit,Zultner,Senior Engineer,1994-09-25,9999-01-01,1985-09-25,1955-02-17
419860,Behnaam,Gide,Technique Leader,1997-01-05,9999-01-01,1985-07-18,1952-03-05
419874,Kinh,Zeleznik,Senior Engineer,1985-06-27,9999-01-01,1985-06-27,1953-07-10
419912,Jeanne,Kolvik,Senior Engineer,1990-04-20,9999-01-01,1985-04-20,1952-06-19
419931,Yishay,Koblick,Senior Engineer,1991-12-31,9999-01-01,1985-12-31,1955-11-30
419960,Chikako,Heping,Senior Engineer,1997-02-16,9999-01-01,1985-07-17,1955-01-10
419962,Fei,Gubsky,Senior Engineer,1997-01-28,9999-01-01,1985-08-17,1952-05-08
420004,Uriel,Benaini,Engineer,1995-10-04,9999-01-01,1985-08-08,1955-02-11
420074,Kerryn,Gire,Senior Engineer,2000-11-15,9999-01-01,1985-03-17,1952-05-30
420337,Abdulah,Ranum,Senior Staff,1992-06-10,9999-01-01,1985-06-10,1953-07-07
420341,Dekang,Dalton,Senior Staff,1991-07-30,9999-01-01,1985-07-30,1953-12-26
420381,Kitty,Szmurlo,Staff,1999-04-12,9999-01-01,1985-10-30,1953-09-01
420390,Mostafa,Pillow,Senior Staff,1991-11-15,9999-01-01,1985-11-15,1952-12-25
420446,Giordano,Emden,Senior Staff,1994-11-19,9999-01-01,1985-11-19,1952-06-07
420493,Yuriy,Albarhamtoshy,Senior Staff,2000-08-04,9999-01-01,1985-07-17,1954-05-24
420649,Vitali,Gyorkos,Engineer,1998-06-30,9999-01-01,1985-05-19,1955-03-01
420669,Alenka,Nollmann,Senior Engineer,1994-08-17,9999-01-01,1985-08-17,1954-08-08
420682,Yurij,Krohn,Senior Engineer,1989-02-11,9999-01-01,1985-06-11,1955-01-05
420684,Stein,Percebois,Senior Staff,1994-04-17,9999-01-01,1985-04-17,1954-01-22
420710,Zhiwei,Sifakis,Senior Engineer,1996-12-07,9999-01-01,1985-11-23,1955-06-20
420816,Vitali,Benner,Senior Engineer,2001-11-27,9999-01-01,1985-07-28,1954-04-21
420913,Poornachandra,Tibblin,Senior Engineer,1985-05-29,9999-01-01,1985-05-29,1954-02-22
420950,Bouchung,Feldhoffer,Senior Engineer,1989-11-01,9999-01-01,1985-05-22,1954-08-11
420997,Maik,Gill,Technique Leader,1985-07-30,9999-01-01,1985-07-30,1953-01-17
421032,Aemilian,Trachtenberg,Senior Staff,1994-04-11,9999-01-01,1985-04-11,1954-03-29
421089,Jouni,Peternell,Senior Engineer,1991-11-03,9999-01-01,1985-11-03,1954-12-03
421133,Francesca,Brizzi,Engineer,1999-03-12,9999-01-01,1985-03-20,1955-10-21
421167,Karoline,Talmon,Senior Engineer,2001-02-09,9999-01-01,1985-06-06,1955-06-21
421205,Kensyu,Scallan,Senior Engineer,1992-04-24,9999-01-01,1985-04-24,1955-05-06
421243,Renny,Neimat,Senior Staff,1985-11-27,9999-01-01,1985-11-27,1953-04-25
421319,Ranga,Maccarone,Senior Staff,1996-05-01,9999-01-01,1985-03-05,1955-09-23
421326,Val,Covnot,Senior Engineer,1985-06-11,9999-01-01,1985-06-11,1955-05-04
421345,Salvador,Hartvigsen,Senior Engineer,1992-06-05,9999-01-01,1985-06-05,1952-02-20
421358,KayLiang,Litecky,Senior Engineer,1999-03-18,9999-01-01,1985-03-17,1955-01-18
421364,Huican,Ramalingam,Senior Staff,1992-03-17,9999-01-01,1985-03-17,1953-03-18
421372,Guoxiang,Trachtenberg,Staff,1996-11-14,9999-01-01,1985-11-01,1952-12-21
421490,Zsolt,Heering,Technique Leader,1985-12-13,9999-01-01,1985-12-13,1952-12-05
421546,Barun,Flanders,Senior Engineer,1996-09-16,9999-01-01,1985-07-17,1953-01-17
421754,Pasqua,Matzen,Senior Staff,1985-04-01,9999-01-01,1985-04-01,1953-03-21
421839,Rosli,Bennet,Senior Staff,1992-04-21,9999-01-01,1985-04-21,1953-07-19
421849,Zhenhua,Pileggi,Senior Engineer,1995-05-17,9999-01-01,1985-07-09,1953-08-08
421876,Tzu,Rijckaert,Senior Staff,1994-04-03,9999-01-01,1985-04-03,1954-07-31
421948,Marl,Chorvat,Senior Staff,1995-02-11,9999-01-01,1985-06-05,1952-02-19
422058,Xiping,Selenyi,Senior Staff,1988-07-10,9999-01-01,1985-08-08,1954-08-07
422083,Fusako,Kowalchuk,Senior Staff,1985-02-20,9999-01-01,1985-02-20,1954-06-12
422133,Collette,Brattka,Senior Staff,1990-03-12,9999-01-01,1985-03-12,1954-01-09
422156,Chikara,Cardazo,Staff,1996-09-05,9999-01-01,1985-02-08,1954-06-09
422216,Toshimitsu,Felcyn,Senior Engineer,1986-11-15,9999-01-01,1985-07-05,1953-02-09
422227,Francoise,Brizzi,Senior Engineer,1992-10-25,9999-01-01,1985-04-17,1954-05-29
422238,Masoud,Kaltofen,Senior Engineer,1985-05-21,9999-01-01,1985-05-21,1953-07-23
422241,Roselyn,Ponthieu,Senior Engineer,1990-11-24,9999-01-01,1985-11-24,1952-10-09
422245,Utz,Ginneken,Senior Staff,1992-04-26,9999-01-01,1985-03-03,1955-01-07
422246,Francesca,Kusakari,Senior Staff,1990-05-04,9999-01-01,1985-05-04,1954-09-11
422304,Manton,Warwick,Senior Engineer,2001-10-28,9999-01-01,1985-08-10,1954-08-27
422349,Mani,Straney,Senior Staff,1990-08-20,9999-01-01,1985-08-20,1954-03-22
422380,Mamdouh,Kawashimo,Technique Leader,1991-03-28,9999-01-01,1985-06-25,1955-12-17
422390,Jiann,Gist,Senior Engineer,1996-03-16,9999-01-01,1985-02-26,1954-01-24
422402,Shugo,Wiegley,Senior Staff,1992-07-12,9999-01-01,1985-07-12,1953-01-03
422447,Falguni,Peres,Technique Leader,1985-04-06,9999-01-01,1985-04-06,1952-02-17
422514,Dharmaraja,Mitzlaff,Senior Staff,1985-12-28,9999-01-01,1985-12-28,1952-12-09
422558,Aris,Negoita,Senior Staff,1990-11-16,9999-01-01,1985-11-16,1952-04-05
422639,Pascal,Munawer,Senior Staff,1991-03-02,9999-01-01,1985-03-02,1953-04-05
422673,Xiong,Miculan,Senior Staff,1994-04-17,9999-01-01,1985-03-21,1952-07-22
422775,Moto,Emmart,Senior Engineer,2001-05-24,9999-01-01,1985-05-24,1953-10-06
422872,Morrie,Chappelet,Senior Staff,1996-09-16,9999-01-01,1985-06-07,1953-01-02
422906,Susumu,Denny,Senior Engineer,1998-07-14,9999-01-01,1985-09-09,1954-05-17
422938,Shuho,Taneja,Senior Staff,1985-03-28,9999-01-01,1985-03-28,1955-12-13
422960,Naftaly,Baezner,Senior Engineer,1993-06-29,9999-01-01,1985-06-29,1953-05-20
423102,Shir,Heyers,Staff,1996-07-06,9999-01-01,1985-09-30,1955-01-08
423275,Franziska,Jeansoulin,Senior Engineer,1990-11-29,9999-01-01,1985-11-29,1955-01-01
423308,Tsz,Esposito,Senior Staff,1998-12-31,9999-01-01,1985-12-08,1954-09-20
423311,Chikako,Zeidenstein,Senior Engineer,1985-10-24,9999-01-01,1985-10-24,1953-01-05
423338,Chuanti,Rosiles,Senior Staff,2002-01-22,9999-01-01,1985-04-06,1952-08-08
423397,Masami,Ghelli,Senior Engineer,1992-08-14,9999-01-01,1985-08-14,1955-08-04
423406,Yuuichi,Barbanera,Senior Staff,1990-09-03,9999-01-01,1985-09-03,1952-09-05
423412,Kwok,Spelt,Senior Engineer,1993-03-17,9999-01-01,1985-03-17,1955-07-29
423418,Guttorm,Brendel,Senior Engineer,1990-03-06,9999-01-01,1985-03-06,1952-03-02
423424,Nobuyoshi,Foong,Senior Engineer,2001-03-11,9999-01-01,1985-04-30,1954-03-28
423454,Achilleas,Vandervoorde,Senior Engineer,1999-08-18,9999-01-01,1985-02-21,1955-07-21
423464,Shiv,Rodier,Engineer,2000-05-03,9999-01-01,1985-03-29,1952-07-22
423479,Rosine,Hambrick,Senior Engineer,1985-09-05,9999-01-01,1985-09-05,1953-12-26
423526,Adly,Choobineh,Senior Engineer,1997-05-14,9999-01-01,1985-11-28,1955-07-14
423538,Shuky,Schieder,Senior Engineer,1998-02-23,9999-01-01,1985-11-07,1955-06-01
423565,Srinidhi,Gurbaxani,Senior Engineer,1993-09-18,9999-01-01,1985-03-03,1955-06-21
423605,Hiroyasu,Tanemo,Senior Staff,1985-12-20,9999-01-01,1985-12-20,1953-02-26
423607,Deborah,Suwa,Senior Staff,1999-01-29,9999-01-01,1985-08-29,1954-01-19
423625,Marc,Candan,Senior Engineer,1990-02-05,9999-01-01,1985-09-22,1953-04-04
423701,Yinlin,Bellone,Senior Engineer,1997-07-09,9999-01-01,1985-12-30,1952-03-14
423720,Barry,Maierhofer,Senior Staff,2000-11-29,9999-01-01,1985-04-05,1953-07-09
423738,Mantis,Weiland,Senior Engineer,1993-12-08,9999-01-01,1985-12-08,1954-02-26
423844,Masadi,Smeets,Engineer,1998-11-02,9999-01-01,1985-05-16,1953-09-14
423848,Taizo,Zambonelli,Senior Engineer,1998-12-16,9999-01-01,1985-11-17,1954-04-25
423876,Amstein,Gustavson,Assistant Engineer,1997-12-11,9999-01-01,1985-09-23,1952-07-23
423939,Khatoun,Carrere,Engineer,1995-01-31,9999-01-01,1985-02-10,1953-04-08
423945,Ymte,Heping,Senior Staff,1998-08-12,9999-01-01,1985-06-24,1955-07-14
423985,Ottavia,Azevdeo,Technique Leader,1985-11-29,9999-01-01,1985-11-29,1952-08-28
423986,Debatosh,Alvarado,Engineer,1997-01-04,9999-01-01,1985-06-20,1955-08-16
424012,Cullen,Legleitner,Senior Engineer,1992-09-01,9999-01-01,1985-09-01,1952-04-26
424043,Tetsurou,Gulik,Senior Staff,1993-12-26,9999-01-01,1985-12-26,1955-05-29
424084,Demin,Suwa,Staff,1996-09-14,9999-01-01,1985-04-03,1953-07-30
424093,Chikako,Bolsens,Senior Engineer,1994-08-25,9999-01-01,1985-08-25,1955-02-07
424189,Martijn,Denny,Senior Engineer,1997-10-24,9999-01-01,1985-08-14,1955-05-08
424200,Shooichi,Yeung,Engineer,1998-07-26,9999-01-01,1985-06-11,1955-08-02
424248,Siamak,Markovitch,Senior Engineer,1989-07-08,9999-01-01,1985-09-21,1954-10-21
424309,Masoud,Chachaty,Senior Engineer,1994-07-20,9999-01-01,1985-07-20,1953-06-08
424327,Chrisa,Unni,Senior Engineer,1985-12-13,9999-01-01,1985-12-13,1953-08-15
424355,Szabolcs,Garrabrants,Senior Engineer,1990-02-08,9999-01-01,1985-05-20,1955-11-21
424378,Sanjiv,Varman,Senior Engineer,1993-07-13,9999-01-01,1985-03-14,1954-06-21
424391,Marc,Skogmar,Senior Staff,1994-10-22,9999-01-01,1985-10-22,1955-04-07
424393,Hironobu,Rosti,Senior Engineer,1990-12-23,9999-01-01,1985-05-18,1955-06-11
424399,Tamiya,Brattka,Senior Engineer,2000-03-22,9999-01-01,1985-10-30,1954-10-03
424447,Irene,Miake,Senior Staff,2002-03-11,9999-01-01,1985-08-10,1954-02-02
424468,Elrique,Pocchiola,Senior Staff,2000-09-17,9999-01-01,1985-02-05,1953-12-15
424499,Kristine,Camurati,Staff,1998-12-01,9999-01-01,1985-06-29,1952-10-14
424558,Vojin,Casley,Senior Engineer,1990-09-11,9999-01-01,1985-09-11,1952-11-17
424570,Gil,Klyachko,Senior Staff,1990-05-14,9999-01-01,1985-05-14,1955-11-03
424571,Keiichiro,Tempesti,Senior Engineer,1999-08-28,9999-01-01,1985-10-11,1955-06-06
424591,Abdelwaheb,Yeung,Senior Staff,1994-07-17,9999-01-01,1985-10-31,1954-12-28
424593,Mohammed,Serra,Senior Staff,1997-06-25,9999-01-01,1985-02-07,1954-08-01
424597,Wuxu,Hinsberger,Technique Leader,1991-03-12,9999-01-01,1985-05-28,1952-06-09
424607,Gunilla,Kowalchuk,Senior Engineer,1995-07-14,9999-01-01,1985-07-20,1954-06-06
424636,Domenick,Perl,Senior Engineer,1996-06-14,9999-01-01,1985-07-31,1955-10-06
424677,Patricia,Karcich,Senior Staff,1996-06-17,9999-01-01,1985-04-11,1952-12-21
424700,Dietrich,Kossowski,Senior Engineer,1991-11-19,9999-01-01,1985-11-19,1953-11-01
424719,Feixiong,Curless,Senior Engineer,1992-02-04,9999-01-01,1985-02-03,1952-12-18
